Entity_ID,Tx_Count,Address_Count,Total_Received,Total_Sent,Balance
Cluster_567,1,1,1.0,0.0,1.0
Cluster_568,1,1,0.0,32.32031624,-32.32031624
Cluster_569,1,1,16.15658424,0.0,16.15658424
Cluster_537,1,1,46.49626613,0.0,46.49626613
Cluster_538,1,1,0.0,19.86,-19.86
Cluster_539,1,1,10.88,0.0,10.88
Cluster_54,1,3,0.0,0.68106116,-0.68106116
Cluster_193,1,1,0.01001893,0.0,0.01001893
Cluster_194,1,1,44.0503,0.0,44.0503
Cluster_195,1,1,0.0,16.17625907,-16.17625907
Cluster_196,1,1,14.49418559,0.0,14.49418559
Cluster_197,1,1,1.68207348,0.0,1.68207348
Cluster_198,1,1,2.1695,0.0,2.1695
Cluster_577,1,1,42.1923129,0.0,42.1923129
Cluster_579,1,1,0.0,37.49149127,-37.49149127
Cluster_58,1,5,0.0,0.36264487,-0.36264487
Cluster_580,1,1,32.49149127,0.0,32.49149127
Cluster_581,1,1,5.0,0.0,5.0
Cluster_582,1,1,0.0,8.16,-8.16
Cluster_583,1,1,0.26971,0.0,0.26971
Cluster_584,1,1,7.89029,0.0,7.89029
Cluster_555,1,1,0.0,230.42313794,-230.42313794
Cluster_556,1,1,0.0121,0.0,0.0121
Cluster_557,1,1,230.41103794,0.0,230.41103794
Cluster_558,1,1,0.0,126.7727,-126.7727
Cluster_559,1,1,65.44806887,0.0,65.44806887
Cluster_560,1,1,61.32463113,0.0,61.32463113
Cluster_562,1,1,8.2702708,0.0,8.2702708
Cluster_563,1,1,0.0,2.9,-2.9
Cluster_619,1,1,0.198998,0.0,0.198998
Cluster_621,1,1,1.4695,0.0,1.4695
Cluster_622,1,1,4.97573029,0.0,4.97573029
Cluster_589,1,1,1.913,0.0,1.913
Cluster_592,1,1,0.0,0.7915,-0.7915
Cluster_594,1,1,0.13,0.0,0.13
Cluster_600,1,1,0.0,24.6139049,-24.6139049
Cluster_602,1,1,1.28048837,0.0,1.28048837
Cluster_603,1,1,0.3879373,0.0,0.3879373
Cluster_604,1,1,0.11203716,0.0,0.11203716
Cluster_57,1,1,2.92640761,4.42660761,-1.5001999999999995
Cluster_570,1,1,16.163232,0.0,16.163232
Cluster_571,1,1,0.02,0.0,0.02
Cluster_572,1,1,126.9,0.0,126.9
Cluster_573,1,1,2.0,0.0,2.0
Cluster_576,1,1,0.0,42.85878074,-42.85878074
Cluster_636,1,1,0.03055183,0.0,0.03055183
Cluster_637,1,1,0.01000372,0.0,0.01000372
Cluster_639,1,1,0.0,0.11627843,-0.11627843
Cluster_64,1,1,0.0,0.0012200000000000002,-0.0012200000000000002
Cluster_640,1,1,0.01515713,0.0,0.01515713
Cluster_605,1,1,14.73600284,0.0,14.73600284
Cluster_606,1,1,0.0,30.03824899,-30.03824899
Cluster_607,1,1,29.79426711,0.0,29.79426711
Cluster_608,1,1,0.24398188,0.0,0.24398188
Cluster_612,1,1,21.51822268,0.0,21.51822268
Cluster_613,1,1,0.20753804,0.0,0.20753804
Cluster_614,1,1,0.0,0.3662,-0.3662
Cluster_615,1,1,0.3562,0.0,0.3562
Cluster_616,1,1,0.01,0.0,0.01
Cluster_617,1,1,0.0,0.399,-0.399
Cluster_618,1,1,0.200002,0.0,0.200002
Cluster_160,1,1,65.0,0.0,65.0
Cluster_161,1,1,0.0,134.12134869,-134.12134869
Cluster_163,1,1,1.12703677,0.0,1.12703677
Cluster_165,1,1,1.0495,0.0,1.0495
Cluster_166,1,1,7.46,0.0,7.46
Cluster_167,1,1,0.0,9.0,-9.0
Cluster_655,1,1,44.553,0.0,44.553
Cluster_623,1,1,0.0,0.63502054,-0.63502054
Cluster_624,1,1,0.18334139,0.0,0.18334139
Cluster_625,1,1,0.45067915,0.0,0.45067915
Cluster_628,1,1,1.6595,0.0,1.6595
Cluster_629,1,1,1.47,0.0,1.47
Cluster_630,1,1,0.01121287,0.0,0.01121287
Cluster_631,1,1,4.8,0.0,4.8
Cluster_632,1,1,1.71185582,0.0,1.71185582
Cluster_633,1,1,0.50130941,0.0,0.50130941
Cluster_647,1,1,9446.88176225,0.0,9446.88176225
Cluster_648,1,1,2.0190575,0.0,2.0190575
Cluster_649,1,1,0.01000124,0.0,0.01000124
Cluster_65,1,9,0.0,44.06031893,-44.06031893
Cluster_650,1,1,853.0,0.0,853.0
Cluster_651,1,1,0.0,45.58938148,-45.58938148
Cluster_652,1,1,45.26246573,0.0,45.26246573
Cluster_653,1,1,0.32691575,0.0,0.32691575
Cluster_654,1,1,0.0,44.683,-44.683
Cluster_179,1,1,126.84346375,0.0,126.84346375
Cluster_180,1,1,2.0,0.0,2.0
Cluster_184,1,1,0.0,6.0,-6.0
Cluster_185,1,1,5.0,0.0,5.0
Cluster_186,1,1,1.0,0.0,1.0
Cluster_158,1,1,1.0,0.0,1.0
Cluster_159,1,1,0.010033,0.0,0.010033
Cluster_658,1,1,0.5,0.0,0.5
Cluster_659,1,1,30.0,0.0,30.0
Cluster_66,1,4,0.0,791.61002811,-791.61002811
Cluster_660,1,1,27453.1985765,0.0,27453.1985765
Cluster_661,1,1,15.1844,0.0,15.1844
Cluster_662,1,1,332.30784009,0.0,332.30784009
Cluster_663,1,1,30.0,0.0,30.0
Cluster_664,1,1,0.0,49.997,-49.997
Cluster_665,1,1,28.517,0.0,28.517
Cluster_666,1,1,21.48,0.0,21.48
Cluster_667,1,1,47.8695,0.0,47.8695
Cluster_668,1,1,186.44,0.0,186.44
Cluster_669,1,1,0.60902811,0.0,0.60902811
Cluster_642,1,1,500.0,0.0,500.0
Cluster_644,1,1,0.983328,0.0,0.983328
Cluster_646,1,1,2.21,0.0,2.21
Cluster_670,1,1,791.0,0.0,791.0
Cluster_671,1,2,3.9912811,7.7,-3.7087189
Cluster_673,1,1,11.10934865,0.0,11.10934865
Cluster_674,1,1,4.0,0.0,4.0
Cluster_675,1,1,0.01001041,0.0,0.01001041
Cluster_676,1,1,607.481365,0.0,607.481365
Cluster_677,1,1,13.9,0.0,13.9
Cluster_678,1,1,79.93651064,0.0,79.93651064
Cluster_679,1,1,1.5,0.0,1.5
Cluster_680,1,1,0.0,11.28178371,-11.28178371
Cluster_682,1,1,7.68178371,0.0,7.68178371
Cluster_683,1,1,0.0,341.81516294,-341.81516294
Cluster_684,1,1,184.06310541,0.0,184.06310541
Cluster_685,1,1,157.75205753,0.0,157.75205753
Cluster_656,1,1,0.13,0.0,0.13
Cluster_657,1,1,50.19004132,0.0,50.19004132
Cluster_715,1,1,1.1479712,0.0,1.1479712
Cluster_716,1,1,0.0,1.0,-1.0
Cluster_717,1,1,0.9995,0.0,0.9995
Cluster_686,1,1,42.68421516,0.0,42.68421516
Cluster_687,1,1,10.0,0.0,10.0
Cluster_688,1,1,0.001,0.0,0.001
Cluster_689,1,1,0.02,0.0,0.02
Cluster_690,1,1,8.0,0.0,8.0
Cluster_691,1,1,0.0,0.1,-0.1
Cluster_692,1,1,0.1,0.0,0.1
Cluster_695,1,1,4.7845,0.0,4.7845
Cluster_697,1,1,132.891548,0.0,132.891548
Cluster_698,1,1,0.10276392,0.0,0.10276392
Cluster_699,1,1,1.0,0.0,1.0
Cluster_700,1,2,4.27225164,4.77225164,-0.5
Cluster_702,1,1,3.5,0.0,3.5
Cluster_732,1,1,0.002,0.0,0.002
Cluster_733,1,1,8e-05,0.0,8e-05
Cluster_734,1,1,0.00032,0.0,0.00032
Cluster_703,1,1,0.0,1.98,-1.98
Cluster_704,1,1,0.06,0.0,0.06
Cluster_705,1,1,1.92,0.0,1.92
Cluster_706,1,1,0.01392165,0.0,0.01392165
Cluster_707,1,1,47.56,0.0,47.56
Cluster_708,1,1,0.0,33.01283771,-33.01283771
Cluster_709,1,1,31.01052943,0.0,31.01052943
Cluster_71,1,2,0.0,0.263,-0.263
Cluster_710,1,1,2.00230828,0.0,2.00230828
Cluster_711,1,1,1.0,0.0,1.0
Cluster_712,1,1,22.659077,0.0,22.659077
Cluster_713,1,1,0.1,0.0,0.1
Cluster_714,1,1,24.71314264,0.0,24.71314264
Cluster_746,1,1,5.0,0.0,5.0
Cluster_747,1,1,1.0,0.0,1.0
Cluster_748,1,1,1.0,0.0,1.0
Cluster_749,1,1,0.2,0.0,0.2
Cluster_750,1,1,0.5,0.0,0.5
Cluster_718,1,1,0.0995,0.0,0.0995
Cluster_719,1,1,1.41391537,0.0,1.41391537
Cluster_720,1,1,0.01,0.0,0.01
Cluster_721,1,1,0.09166,0.0,0.09166
Cluster_722,1,1,18.3235,0.0,18.3235
Cluster_723,1,1,0.01,0.0,0.01
Cluster_724,1,1,2.0,0.0,2.0
Cluster_725,1,2,2.429,5.4095,-2.9805000000000006
Cluster_727,1,1,0.01061615,0.0,0.01061615
Cluster_728,1,1,0.35152872,0.0,0.35152872
Cluster_731,1,1,0.002,0.0,0.002
Cluster_760,1,1,16.03,0.0,16.03
Cluster_763,1,1,3.7773,0.0,3.7773
Cluster_764,1,1,0.0003,0.0,0.0003
Cluster_766,1,1,1.092888,0.0,1.092888
Cluster_767,1,1,1e-06,0.0,1e-06
Cluster_768,1,1,0.00246993,0.0,0.00246993
Cluster_769,1,1,2.0,0.0,2.0
Cluster_735,1,1,11.50266,0.0,11.50266
Cluster_736,1,1,8e-05,0.0,8e-05
Cluster_739,1,1,0.3,0.0,0.3
Cluster_740,1,1,1.0,0.0,1.0
Cluster_741,1,1,1.0,0.0,1.0
Cluster_742,1,1,5.03241653,0.0,5.03241653
Cluster_743,1,1,0.5,0.0,0.5
Cluster_744,1,1,2.0,0.0,2.0
Cluster_745,1,1,1.0,0.0,1.0
Cluster_87,1,1,0.432,0.0,0.432
Cluster_89,1,3,0.0,47.57392165,-47.57392165
Cluster_91,1,1,0.4115,0.0,0.4115
Cluster_92,1,2,0.0,1.6479487499999999,-1.6479487499999999
Cluster_95,1,1,0.0,2.0,-2.0
Cluster_97,1,2,0.0,30.5,-30.5
Cluster_788,1,1,0.0,0.015977,-0.015977
Cluster_789,1,1,0.011377,0.0,0.011377
Cluster_751,1,1,0.1,0.0,0.1
Cluster_752,1,1,0.1,0.0,0.1
Cluster_753,1,1,0.1,0.0,0.1
Cluster_754,1,1,0.1,0.0,0.1
Cluster_755,1,1,0.2,0.0,0.2
Cluster_756,1,1,3.0,0.0,3.0
Cluster_757,1,1,0.1,0.0,0.1
Cluster_759,1,1,0.01000013,0.0,0.01000013
Cluster_125,1,1,0.00123457,0.0,0.00123457
Cluster_113,1,1,12.53963673,0.0,12.53963673
Cluster_792,1,1,0.02129536,0.0,0.02129536
Cluster_793,1,1,0.04145321,0.0,0.04145321
Cluster_795,1,1,0.0,0.03,-0.03
Cluster_796,1,1,0.0195,0.0,0.0195
Cluster_797,1,1,0.01,0.0,0.01
Cluster_112,1,1,0.0138,0.0,0.0138
Cluster_801,1,1,0.01,0.0,0.01
Cluster_802,1,1,0.0,0.00408879,-0.00408879
Cluster_803,1,1,0.00258879,0.0,0.00258879
Cluster_126,1,1,49.85286543,0.0,49.85286543
Cluster_127,1,1,0.0,38.81185948,-38.81185948
Cluster_128,1,1,0.0138,0.0,0.0138
Cluster_0,1,4,0.0,853.01000124,-853.01000124
Cluster_100,1,1,0.0,102.12,-102.12
Cluster_267,1,1,11.7518,0.0,11.7518
Cluster_268,1,1,0.1172,0.0,0.1172
Cluster_804,1,1,0.001,0.0,0.001
Cluster_81,1,9,0.0,2.0115,-2.0115
Cluster_83,1,4,0.0,240.30357636000002,-240.30357636000002
Cluster_77,1,33,0.0,0.4027,-0.4027
Cluster_770,1,1,0.00950431,0.0,0.00950431
Cluster_116,1,1,0.212772,0.0,0.212772
Cluster_117,1,1,61.92597494,0.0,61.92597494
Cluster_118,1,1,1.27,0.0,1.27
Cluster_119,1,1,0.0129254,0.0,0.0129254
Cluster_12,1,4,0.0,3.4939999999999998,-3.4939999999999998
Cluster_120,1,1,1.0,0.0,1.0
Cluster_122,1,1,100.0,0.0,100.0
Cluster_123,1,1,140.30357636,0.0,140.30357636
Cluster_124,1,1,0.0,49.8591,-49.8591
